protein,ptms
P00533,"[00048:992,00048:1045,00048:1068,00048:1086,00048:1148,00048:1173,01631:750,01632:748,01636:749,01641:747,01646:752,01647:751]"
P47869,[]
Q9NSA3,[]
P05161,[]
Q99715,[]
P48960,[]
P38398,[01149:109]
Q5KSL6,[]
P35398,[]
O94874,[]
Q15375,"[00048:608,00048:614]"
Q5XG87,"[00046:338,00046:494,00046:621,00047:491,00048:341]"
Q9H343,[]
P08588,[]
Q9Y6G9,[]
P55055,[]
Q13950-1,"[00046:294,00046:298,00046:302,01148:null]"
O43581,[]
Q8N4Z0,[]
O76036,[]
Q13620,[01150:859]
O95997,[]
Q8NCN5,[]
P19022,[]
P17174,[]
Q71DI3,[00083:80]
P43632,[]
Q9H0E9,[]
Q15438,[]
A6NKK0,[]
P68431,[00064:5]
O00305,[]
P16118,[00046:33]
Q9Y2L1,[]
Q8NGM9,[]
P10645,[]
Q13418,[]
P61088,[]
P08559,[]
P0CG47,[01148:29]
O43597,"[00048:55,00048:227]"
Q9UKL6,[]
Q76LX8,[]
Q8NGI6,[]
O15466,[]
Q53TQ3,[]
P36269,[]
P29353,"[00048:349,00048:350,00048:427]"
O75381,[]
Q15797,[]
Q13114,[01148:null]
O95755,[]
Q9Y3A6,[]
Q96NW7,[]
Q13255,[]
Q8IXK0,[]
Q00987,"[00046:166,00046:188]"
P55283,[]
Q9BV38,[]
Q9Y6J0,[]
P09661,[]
Q9ULQ1,[]
Q86VH5,[]
Q9Y2J2,[]
P49770,[]
Q68D85,[]
Q06609,[00047:309]
Q86VI3,[]
P0CG48,[01148:619]
Q86YL7,[]
O00291,[]
Q9P241,[]
Q685J3,[]
P55273,[]
Q15047,[]
Q9NZK7,[]
Q86VP1,[]
P09693,[]
Q06546,[]
Q96BT3,[]
Q969W9,[]
P62266,[]
P50406,[]
Q8N264,[]
P17027,[]
Q02548,[]
P39060,[01914:null]
P05187,[]
Q6V9R5,[]
P43304,[]
P30954,[]
Q9ULP9,[]
Q9Y2D2,[]
Q8N183,[]
P78410,[]
P19174,[]
Q14164,"[00046:172,01149:231]"
Q96T88,[]
P07510,[]
Q9UJA3,[]
P29317,"[00048:588,00048:594]"
Q9H2M3,[]
P0C0S5,[00076:4]
Q15393,[]
O00443,[]
Q5JNZ3,[]
Q96FV9,[]
P40337,"[01149:159,01149:171,01149:196]"
O14543,[]
Q16772,[]
Q7Z406,[]
O95813,[]
P27635,[]
P14921,[00047:38]
Q9GZV4,[00125:50]
O14907,[]
Q8WXK1,[]
O95007,[]
Q9BYU5,[]
P62917,[]
P54619,[]
P55789,[]
P11498,[00126:1144]
Q15043,[]
P28074,[]
Q6Y1H2,[]
Q9Y6W3,[]
O75343,[]
Q8NFY4,[]
Q9UGF7,[]
Q96N28,[]
P14778,[]
Q5VY80,[00097:218]
Q9BWF3,[]
Q96RU2,[]
Q9NYY1,[]
P01611,[]
O95222,[]
Q86UT5,[]
Q9Y5P4-2,[00046:132]
Q9Y5V3,[]
P09382,[00696:null]
Q4VNC0,[]
P49715,[]
P40225,[]
O95251,[]
Q8IV16,[]
Q15842,[]
Q8NCE0,[]
P00739,[]
P32239,[]
Q9BYQ6,[]
Q9UKT4,"[00046:145,00046:149]"
Q0D2K0,[]
P04798,[]
P39880,"[00048:766,00048:null]"
Q05655,[00047:507]
P50336,[]
Q99879,[00064:21]
A7KAX9,[]
Q12769,[]
P78543,[]
Q13285,[]
Q9UNA4,[]
Q9NR77,[]
Q96GC5,[]
Q14994-1,[]
Q6UWB1,[00048:611]
Q9UKP6,[]
Q9NUN7,[]
Q96N77,[]
Q13156,[]
Q8NGD0,[]
O00233,[]
P17658,[]
P51530,[]
Q9Y6L6,[]
P04179,[00064:122]
O00255,[00696:null]
O75475,[]
P01599,[]
Q9H207,[]
Q6ZQW0,[]
P42684,[]
O95714,"[00047:4827,01149:null]"
O95760,[01148:null]
A0A183,[]
Q8NGT9,[]
Q13003,[]
O14862,[]
Q9HCM3,"[00046:445,00046:729]"
P46779,[]
Q6PK81,[]
Q99504,[]
Q8WWN8,[]
Q9C0I1,[]
Q02078,[]
P63165,[00211:97]
Q6ZPD8,[]
P04626,"[00048:1023,00048:1139,00048:1196,00048:1221,00048:1222,00048:1248]"
Q15788,"[01149:732,01149:774]"
Q8ND30,[]
P49757,[]
O43561,[]
Q9H346,[]
Q9BTT4,[]
Q14592,[]
P01850,[]
O76061,[00696:null]
Q96P20,[01148:null]
Q14194,[00048:null]
Q8WTV0-2,[]
Q9Y3F4,[]
Q8WYB5,[]
P01876,[]
Q96QG7,[]
P05165,[]
Q92989,[]
P00749,[]
Q9NQB0,[]
P78357,[]
Q13613,[]
Q8NF50,[]
O76100,[]
Q9Y274,[]
Q9P283,[00812:null]
Q16777,[00078:12]
P54756,"[00048:650,00048:656]"
Q9GZQ4,[]
P53667,[]
P35475,[]
Q8NG57,[]
Q9UP65,[]
P36888,[]
Q96CF2,[]
P13929,[]
Q01831,[]
P10275,"[01149:386,01149:520]"
Q16880,[]
Q8N6U8,[]
P35212,[]
P23527,[00064:21]
Q9UHK6,[]
P11217,[00128:681]
Q8NGG8,[]
P10398,"[00046:214,00046:576]"
Q15067,[]
Q6NYC1,[]
Q8NGP8,[]
Q09472,"[01149:1020,01149:1024]"
Q9UJ71,[]
P09017,[]
P51451,[]
Q12888,"[00046:25,00046:1778]"
Q99880,[01148:120]
Q5TKA1,[]
Q9BV23,[]
O14893,[]
Q92806,[]
Q8NH43,[]
O95866,[]
Q6PI98,[]
Q14203,[]
P24863,[]
P25063,[]
P06239,[00048:505]
Q14765,[00696:null]
Q9NVG8,[]
Q9UD71,[]
Q9H0A8,[]
P22234,[]
P02452,"[00039:null,00130:null,01914:null]"
Q16790,[]
Q6ZVT0,[]
Q8NEX9,[]
Q9H1K0,[]
Q9BWV7,[]
Q8NGC0,[]
Q9HAU0,[]
Q9NYW7,[]
Q03135,[]
Q13049,[]
Q9BTM9,[]
Q16649,[]
Q9NP81,[]
Q96MP8,[]
O00327,[00046:null]
O75955,[]
Q14676,"[00047:4,00047:699,00047:719,00047:752,00047:765,01149:1840]"
P20849,[00037:null]
Q6PCB7,[]
Q96FF9,"[00046:21,00046:75,00047:159]"
P20849,[01914:null]
O75509,[]
Q9NRM6,[]
P17707,[]
P36639-1,[]
P35575,[]
P27815,[]
Q13761,"[01148:94,01148:148]"
P06276,[]
O75508,[]
P51617-1,"[00046:null,00047:null]"
Q04759,[00048:90]
Q9UDW3,[]
Q9NWW9,[]
Q8NG81,[]
Q9BYZ2,[]
P07204,[]
P49146,[]
Q14457,[]
Q16659,[]
Q9BU76,[]
Q71DI3,[00083:10]
Q9Y4D7,[]
Q9UHD2,[]
Q8NES8,[]
P49736,[]
P55263,[]
P23458,[00048:null]
Q96GA7,[]
Q9BVC4,[]
Q9Y6W5,[00048:150]
Q8IV48,[]
P78333,"[00814:null,00818:null]"
Q96ME1,[]
P36941,[]
P04080,[]
Q05586,[]
Q99683,[]
P28221,[]
Q13526,[]
Q13151,[]
Q9BZE1,[]
Q9UHB4,[]
Q8IWT1,[]
Q8TDY2,[00696:null]
Q15596,"[01149:239,01149:731,01149:788]"
P05814,[]
Q15907,[]
P04637,"[00046:15,00046:20,00085:370]"
Q9HC36,[]
Q86YN6,[]
Q6ZN79,[]
Q5H8A3,[]
O00461,[]
O94913,[]
P10827-2,"[01149:283,01149:389]"
A6NDX5,[]
P08174,[00818:353]
Q6FI13,[00064:6]
Q9BZW8,[]
Q8IXE1,[]
P61758,[]
P57771,[]
Q7Z392,[]
Q05469,"[00046:649,00046:650]"
P24347,[]
P78356,[]
P02545-1,"[00046:22,00046:392]"
Q14653,"[00046:396,00046:398,00046:402,00046:405,00047:404]"
Q9Y2C2,[]
O00194,[]
O75690,[]
Q8NBW4,[]
Q7L3T8,[]
Q4ZG55,[]
P08913,[]
Q9Y5V0,[]
Q8NH61,[]
Q8TCT7,[]
Q92930,[00113:204]
P78552,[]
P61371,[]
Q9Y276,[]
Q6J4K2,[]
Q9H488,[]
Q96NB3,[]
P21918,[]
P53355,[]
Q674X7,[]
P12034-1,[]
Q9NPB6,[]
Q5VV67,[]
O14905,[]
O75077,[]
Q7Z5R6,[]
Q16654,[]
Q9NZI2,[]
Q5MY95,[]
Q496F6,[]
Q00978,[]
Q71DI3,[00219:27]
Q53EU6,[]
O95843,[]
Q9P218,"[00038:null,00039:null,01914:null]"
Q8TAQ2,[]
Q9NUZ1,[]
Q53H96,[]
P26572,[]
Q05707,"[00039:null,00162:null]"
Q02108,[]
Q92797,[]
O95248,[]
P59665,[00177:78]
P16581,[]
Q8IVG9,[]
O94953,[01148:null]
Q6P531,[]
Q9BSI4,[]
Q14943,[]
P51170,[]
Q86VL8,[]
Q9Y3B7,[]
P04150,[]
Q6VY07,[]
Q9H3Y6,[]
O15169,"[00046:524,00046:531,00047:519]"
P02774,[]
P38398,"[00046:988,00046:1387,00046:1423,00046:1524,00046:1547]"
Q8IZN7,[]
Q92560,[]
P35527,[]
P37231,"[01149:107,01149:395]"
Q9UHF0,[]
P46777,[]
O60906,[]
Q6IQ22,[]
O15151,[00046:403]
Q7RTR2,[]
P01042,[00696:null]
Q8N257,[00064:21]
P05388,[]
Q9BZW2,[]
Q8ND04,[]
A6NJZ3,[]
Q9Y535,[]
P51959,[]
P15907,[]
O43426,[]
Q8IWT6,[]
Q7Z3B1,[00097:324]
Q9NZF1,[]
O75581,"[00046:1490,00047:1479,00047:1493]"
Q9Y2X3,"[01149:467,01149:497]"
Q96EY7,[]
Q9H228,[]
Q5QNW6,[00064:16]
Q96RF0,[]
Q6NXG1,[00046:621]
Q9H2K2,[]
Q13426,[]
P35712,[]
Q9ULI2,[]
Q14574,[]
Q8N1W2,[]
Q6P3S1,[00046:null]
P43626,[]
P11488,[00504:2]
P17301,[]
Q9NYF0,[]
P06753,[]
P07948,"[00068:2,00115:3]"
Q7L523,"[01148:142,01148:220,01148:230,01148:244]"
O15399,[]
Q8TD19,[00047:333]
P43220,[]
P48169,[]
P43308,[]
P57740,[]
Q96T23,[]
P09884,[]
O94988,[]
P41597,[]
Q8NH06,[]
Q9Y5X3,[]
Q92185,[]
Q5T7P3,[]
Q14626,[]
Q15382,[]
Q01196,"[00078:206,00078:210]"
Q86XE5,[]
Q92585,[]
Q8NGB6,[]
P01009,[00160:null]
Q12926,[]
Q9NQ94,[]
Q96A83,"[00039:null,00162:null]"
A8TX70,"[00037:null,00038:null,00039:null]"
Q969F1,[]
Q8WTR4,[]
P55211,[00046:196]
O43663,[]
Q71DI3,[00076:9]
Q13098,[]
P62807,[00064:21]
Q07092,"[00037:null,00039:null]"
Q07092,"[00039:null,00162:null]"
P32004,[00048:1176]
O75908,[]
Q8N5V2,[]
P80188,[]
Q969R5,[]
Q9P209,[]
B6A8C7,[]
Q15080,[]
P16083,[]
Q8NB16,"[00046:358,00047:357]"
O15360,[]
P38570,[]
Q9H492,[]
Q6UWY0,[00835:90]
P11474,[]
Q86UN3,[00094:390]
Q9UBF6,[]
Q00597,[]
P0CG48,[01148:338]
O43561-2,[]
Q12834,[01148:null]
P83881,[]
Q9BW91-1,[]
P43246,[01632:406]
O95865,[]
Q96CW1,[00047:156]
Q8NGX6,[]
Q96KK5,[00077:12]
Q8IXY8,[]
Q9NSB8,[]
P18124,[]
P11216,[00128:681]
Q6PGQ7,"[00046:252,00046:497,00047:501]"
Q9H4L5,[]
P49448,[]
P29401,[]
Q9H2A9,[]
Q7L3B6,[]
Q92626,[]
Q96P63,[]
Q99879,[01148:121]
Q9BYX4,[01148:null]
P48651,[]
Q6ZW31,[]
Q9UIB8,[]
Q99569,[]
Q9UJW3,[]
Q13490,[01148:null]
Q8IY57,[]
Q9Y4X3,[]
Q9UPY6,[00048:151]
P43116,[]
A6NK58,[]
Q8NFY9,[]
O60231,[]
P04049,"[00046:338,00046:494,00046:621,00047:491,00048:341]"
O60890,[]
P05546,[00696:null]
P78556,[]
Q16696,[]
P05166,[]
Q8WWI1,[]
P36980,[]
Q15386,[]
P15336,"[00047:69,00047:71]"
Q9BXS0,[00162:null]
Q9NRF9,[]
O60673,[]
Q9Y5X5,[]
O00222,[]
O75437,[]
Q9HC62,[]
Q9Y2J4,[]
P35503,[]
Q92558,[]
P15880,[]
P42701,[]
Q9NY97,[]
O95786,"[01148:154,01148:164,01148:172]"
P61313,[]
O60832,[]
P61086,[00211:92]
Q9UBK2,"[00046:266,00047:263,00047:299]"
Q6PIU2,[]
P51617,"[00046:376,00046:null,00047:209,00047:387,00047:null]"
O14579,[]
Q9UBS4,[]
Q08289,[]
O43508,[]
P50552,[]
Q9BRR6,[]
Q9UHP3,[]
Q99808,[]
O14490,[]
Q6UWN5,[00090:225]
O75469-1,[]
Q8IYB3,[]
Q6PEY2,[00206:null]
Q9NS62,[]
O14628,[]
Q9H313-3,[]
P08842,[00835:75]
Q7L7L0,[]
Q13950-1,"[00046:196,00047:198,00047:200]"
Q15019,[]
Q9UMW8,[]
P02452,"[00037:null,00039:null,00130:170]"
Q9BX67,[]
Q16762,[]
P01563,[]
Q9NWQ8,[00048:317]
Q8NA42,[]
Q9HD40,[]
P27708,[]
Q7L945,[]
Q15569,[]
D6R9N7,[]
O95696,[]
Q15311,[]
P22557,[00128:null]
Q92556,[]
Q8NGK9,[]
O14818,[]
Q9H7P6,[]
Q9HCB6,[00812:null]
P50993,[]
Q03468,[01148:null]
Q96P44,"[00038:null,00039:null,01914:null]"
O43915,[]
O75439,[]
Q13794,[]
O00459,[01148:null]
O15239,[]
Q7Z4F1,[]
Q9P1W8,[]
Q8N122,[]
Q9HAB8,[]
Q30KQ7,[]
Q3LI76,[]
Q92674,[]
P62899,[]
P28336,[]
O14531,[00046:544]
Q8NGL3,[]
Q96B97,[01148:null]
Q8NGR5,[]
P33076,[]
Q9Y691,[]
O15217,[]
Q9NP99,[]
Q96KK5,[00077:30]
Q9UPN9,[]
O75182-1,[]
Q9Y5R2,[]
Q8NBP7,[00696:null]
P15336,[]
Q9UPP1,[]
P54725,[]
P42229,[00048:694]
P29597,[00048:null]
Q86T82,[]
Q99626,[]
P22681,[00048:null]
Q05048,[]
P21817,[]
Q96A35,[]
Q8IWE4,[00068:2]
P62314,[00599:null]
Q8NGV6,[]
Q8IZD2,[]
P28482,"[00047:185,00048:187]"
Q5NV86,[]
Q92539,[00046:106]
Q53G59,[]
Q9UMD9,"[00037:null,00039:null]"
P08575,[]
Q5UE93,[]
Q86Y22,[00037:null]
Q8N8J6,[]
P46093,[]
Q16787,[]
Q92838-3,[]
P51948,[]
Q9UK97,[]
P31327,[]
P23246,[]
Q9Y484,[]
Q8IVP5,[]
Q6UWZ7,[00046:406]
Q5I7T1,[]
Q9BTV7,[]
P01569,[]
P41235-7,[]
Q9HBI1,[]
Q9BVW5,[]
Q99969,[]
P15056,"[00046:365,00046:445,00046:729]"
O15488,[]
P20591,[]
Q9HCM3,"[00046:445,00046:602,00046:729,00047:599]"
Q15406-1,[]
Q6ZNG0,[]
Q5XX13,[]
Q13838,[]
Q92466,[01148:null]
Q9BUM1,[]
Q14318,[01148:null]
Q96MM7,[]
Q92597,[]
Q6FI13,[00078:12]
P07741,[]
O94822,[]
P01024,[00117:1010]
Q96FA3,[00696:null]
Q08050,[]
Q9H0P0-4,[]
P51784,[]
Q30KQ1,[]
Q9ULF5,[]
Q9H209,[]
Q16665,"[00046:797,00048:565]"
Q99878,[00064:6]
Q15620,[]
P08514,[]
Q8NGA0,[]
Q92540,[]
P54753,"[00048:608,00048:614]"
Q14439,[]
Q99661,[]
P26718,[]
Q8TDX7,[]
Q96DI7,[]
Q9UGI0,[]
Q8NFJ6,[]
Q5HYK7,[]
Q12887,[]
P37059,[]
P47871,[]
Q96SU4,[]
P08603,[]
Q92841,[01149:129]
P33778,[]
Q9BT88,[]
Q14526,[01149:333]
Q7Z5P9,[]
Q9UBS3,[]
Q9UI43,[]
Q9Y4P8,[]
O15270,[00128:379]
Q5HYK9,[]
Q8TEP8,[]
Q9UI30,[]
O15245,[]
Q96A83,[01914:null]
Q9UQ49,[]
P51531,[]
Q00872,[]
Q9HAV5,[]
P18507,[]
P52630,[]
Q14103-4,[]
Q9NXE8,[]
P35269,[]
O00401,[00048:256]
Q9NV23,[]
P22460,[]
Q13495,[]
P68431,[00085:10]
P07202,[]
Q8TE54,[]
Q6ZN11,[]
P05997,"[00037:null,00039:null]"
P62495,[00080:185]
Q5TAT6,"[00039:null,00162:null]"
P53680-1,[]
Q9Y575,[]
P56178,[]
Q9GZT9,[]
Q9H252,[]
O43155,[]
Q86TI0,[00046:237]
Q8N139,[]
Q5TA76,[]
P23921,[]
Q14532,[]
Q3B726,[]
Q8N6H7,[]
Q6Y288,[]
P0C7M3,[]
P30038,[]
P84085,[]
Q14703,[]
P31321,[]
P35222,"[00048:null,01148:null]"
Q9P0J0,[]
Q9Y5I7,[]
P51617,"[00047:209,00047:387]"
Q99996,[]
Q13950-2,"[00046:280,00046:284,00046:288]"
Q96PH6,[]
Q96FA3,[]
Q9Y4L5,[]
P62269,[]
Q13950-2,"[00046:183,00047:185,00047:187]"
P22459,[]
P48039,[]
P30874,[]
Q3L8U1,[]
Q13217,[00696:null]
O14977,[]
P0C617,[]
A5X5Y0,[]
Q9Y625,[]
Q14929,[]
Q03113,[]
Q5MNZ9,[]
Q8WXI7,[]
O75197,[]
P0DN86,[]
O14950,[00047:19]
Q08345,[]
P68371,[00207:null]
Q9UKX7,[]
Q8NC26,[]
P58181,[]
Q9H1I8,[]
P10646,[]
Q8NH70,[]
Q9NYH9,[]
Q14192,[]
A8MVA2,[]
P0C0S8,[01148:120]
Q14865,[]
P55854,[]
Q8WV16,[]
Q9Y5P4-2,"[00046:132,00046:null,00047:null]"
P68104,[00083:318]
Q8N142,[]
O75467,[]
P51460,[]
P06133,[]
Q00613,"[00046:326,00798:36,00798:103]"
O60921,[]
Q9UPY5,[]
P06746,[]
Q86V81,[]
O96017,"[00046:379,00047:68,00047:383,00047:387]"
O60674,"[00048:1007,00048:1008]"
P62841,[]
P14770,[]
A9QM74,[]
O95096,[]
Q71F56,[]
P61978,[]
Q01851,[]
O94810,[]
P42262,[]
Q14554,[]
Q8TE58,[]
O60220,"[00798:43,00798:47,00798:62,00798:66]"
P01344,[]
P25067,[00162:null]
Q92614,[]
Q5T447,[]
P24928,"[00046:5,00046:7]"
Q9NZT1,[]
Q9NXG2,[]
P62136,[]
Q8NFH5,[]
O60488,[]
P27448,[]
P82673,[]
Q9Y3C4,[]
Q8N859,[]
Q9C075,[]
Q9Y5A7-2,[]
P24385,[]
Q6ZQY3,[]
P29622,[]
P15309,[]
Q9UBC3,[01149:null]
P11488,[00068:2]
Q7Z624,[]
A6ND48,[]
P55916,[]
Q86SZ2,[]
P36873,[]
P55058-2,[]
P41134,[]
Q93038,[]
Q13492,[]
O43143,[]
Q6ZUT9,[]
P15173,[]
P13385,[00168:150]
O95258,[]
Q13606,[]
P01825,[]
Q9H633,[]
P02760,[]
Q7L3S4,[]
Q8WXJ9,[]
P63096,[]
Q96AC6,[]
Q7Z7B7,[]
P56749,[]
Q719H9,[]
Q7L2Z9,[]
Q92536,[]
P47992,[]
Q9BXS0,[00037:null]
Q75MW2,[]
Q9Y6I7,[]
Q6ZMJ4,[]
Q15238,[]
Q8TF61,[]
Q86WX3,[]
Q00613,[00046:121]
Q00341,[]
Q8NGT1,[]
Q8NGU4,[]
Q9Y6W6,[]
Q5VVQ6,[]
Q9UHF4,[]
Q7L590,[]
P04114,[00696:null]
Q8N6G6,[00812:null]
P68036,[00211:86]
Q14956,[00048:525]
Q3LI70,[]
O00445,[]
Q13573,[]
Q9Y697-1,[]
P00156,[]
Q9UH17,[]
P04921,[]
P45974,[]
O94941,[]
P62244,[]
Q9Y243,"[00046:472,00047:305]"
P26368,[]
P14415,[]
O15287,[]
Q86TJ5,[]
Q9UQC2,"[00048:452,00048:476,00048:584]"
Q15391,[]
P08581,"[00048:1003,00048:1234,00048:1235,00048:1349,00048:1356,01148:null]"
P0CG48,[01148:408]
P07737,[]
Q9H257,[]
P32745,[]
Q3LFD5,[]
P78371,[]
P52757,[]
P07327,[]
Q9UDW1,[]
Q8IWF6,[]
P31948,[]
Q01449,[00046:23]
Q99542,[]
O95684,"[00048:766,00048:null]"
Q5NV81,[]
O75818,[]
Q8NG76,[]
P22891,"[00041:47,00041:48,00041:51,00041:55,00041:57,00041:60,00041:61,00041:66,00041:67,00041:70,00041:73,00041:75,00041:80]"
P15927,[]
Q9NQ48,[]
Q9HB15,[]
Q12981,[]
Q9Y490,[]
Q9BQ52,[]
Q6UB35,[]
P68431,[00083:80]
P59510,[00812:null]
Q8IU89,[]
Q9H974,[]
P00750,[]
Q6ZVK8-1,[]
P04264,[]
Q75QN2,[]
Q8WVT3,[]
P60059,[]
O14531,[00048:null]
Q9GZV8,[]
P08123,"[00038:null,00039:null,00130:84]"
Q93091,[]
Q12836,[]
P62328,[]
Q9BZF1,[]
P50226,[]
Q12824,[]
O14957,[]
A2RU49,[]
Q3LHN2,[]
Q8IWU4,[]
Q5T160,[]
P23443,[]
Q9Y365,[00046:284]
P45954,[]
Q16778,[00064:19]
Q8NGS6,[]
Q96C36,[]
Q8IV61,[00047:133]
P49748,[]
P84243,"[00083:10,00084:10]"
Q9UIF7-3,[]
P16333,[]
Q9Y6N5,[00274:201]
O75821,[]
Q8N720,[]
Q6UWN0,[00090:225]
Q9Y219,[]
Q8NGY9,[]
Q96MU8,[]
O14782,[]
Q9UBN7,[]
P16220,[]
P05549-1,[01149:10]
Q5TGZ0,[]
Q9UKL3,[]
Q9NR48,[]
O95302,[]
Q9P0W2,[]
O15143,[]
Q16777,[00064:6]
Q14050,"[00038:null,00039:null,00162:null]"
Q96IY1,[]
P12111,"[00038:null,00039:null]"
Q96FF9,[]
Q99743,[]
P02545,[00046:621]
Q9BXL7,"[00046:559,00046:644,00046:652]"
P54278,[01632:134]
Q02505,[]
Q9ULW0,[]
Q13347,[]
Q9BYJ0,[]
P48146,[]
Q9Y248,[]
P11217,"[00046:15,00128:681]"
P19320,[]
P46734,[]
P55884,[]
O43681,[]
Q8IXW5,[]
Q13467,[01148:null]
P04637,[00046:15]
Q13257,[]
Q9Y2Y8,[]
P59537,[]
O95803,[]
Q6ZV29,[]
P08700,[]
Q99715,[00039:null]
Q3LIE5,[]
Q8WXG6-5,[]
O43808,[]
O94919,[]
Q8NEL9,[]
P34896,[00128:257]
Q8N7P3,[]
Q14103-4,[01148:null]
Q8N6Q3,[]
P05141,[]
Q9BPU9,[]
P04637,"[00046:15,00046:33,00046:46]"
Q9UF33,[]
Q9UQ72,[]
P36896,[]
Q96EB6,[]
Q13873,[]
Q92896,[]
Q9H9F9,[]
Q8N2K1,[]
Q9HBG4,[]
P31644,[]
Q13950-1,[]
Q86YH6,[]
Q4KMQ2,[]
P62995,[]
Q9Y6A2,[]
Q9HBM6,[]
P04637,"[00046:15,00046:20,00085:372]"
O60547,[]
Q9H9A5,[]
Q92496,[]
Q9UER7,[]
Q9UKT4,[00696:null]
O14929,[]
P17612,[]
Q9NS28,[]
Q6NXT4,[]
O95167,[]
Q08379,[]
O15534,"[00046:null,01148:null]"
Q969W8,[]
Q9BPX3,[]
Q5HYK3,[]
P10070,[00696:null]
Q9UHI7,[]
Q9H427,[]
Q9UKR0,[]
Q99466,[00696:null]
Q96CS2,[]
Q0WX57,[]
Q14061,"[00798:26,00798:36,00798:45,00798:55]"
P68431,[00076:9]
P16220,[00046:133]
P30086,[]
Q8TDV5,[]
P08887,[]
Q9ULW2,[]
P61296,[]
Q9NYR9,[]
Q8N1B4,[]
P59901,[]
Q9H2C5,[]
O00622,[]
Q9BYE7,[]
Q9BSH4,[]
O95628,[]
P60484,"[00752:40,00752:150,00752:326,01148:342,01148:344,01148:349]"
P78508,[]
Q9H4I9,[]
Q8WUD1,[]
Q9NRY4,[]
P10632,[]
Q8IUC0,[]
O60674,[]
Q15349,"[00046:218,00046:360,00046:377,00046:730,00047:356,00047:570]"
P21709,[]
O43521,[00696:null]
Q96CS4,[]
Q7Z699,[]
Q02156,"[00046:729,00047:566,00047:710]"
P54289,[]
Q86SJ6,[]
Q5T8I9,[]
Q495M3,[]
P29375,[]
Q7RTZ2,[]
Q9BYX2,[]
Q8TDD2,[]
Q8TC12,[]
Q9NR82,[]
Q5T753,[]
O00574,[]
Q9BZ72,[]
Q71DI3,"[00047:12,00083:10]"
Q9HC23,[]
Q99879,[00064:13]
Q5U5Q3,[]
Q9BUX1,[]
Q6EBC2,[]
O75807,[]
Q92844,[]
Q96P56,[]
P51692,[00048:699]
A6NMZ7,"[00037:null,00038:null,00039:null]"
O14498,[]
Q8WVD3,[]
O94973-3,[]
Q6ZNI0,[]
P04637,"[00046:15,00046:20,01148:null]"
P12931,"[00048:530,00068:2]"
O15265,[]
P19237,[]
Q99708,"[00046:327,00047:847,00047:859]"
Q9Y661,[]
Q9P015,[]
O43597,"[00046:112,00046:115]"
Q13601,[]
Q8WW35,[]
P35754,"[00798:22,00798:25]"
P01568,[]
O75317,[]
Q9BXI2,[]
Q92667,[]
Q8IZP0,[]
Q9UBU7,[]
Q765I0,[]
Q9H293,[]
Q9H6U8,[]
Q7Z5J4,[]
P18283,[]
Q9NYW5,[]
P54108,[]
A0AVK6,[]
Q96RS0,[]
P36544,[]
Q8TD84,[]
P82663,[]
Q15427,[]
P56750,[]
Q96SN7,[]
Q9NQ76,[]
Q96PD6,[]
P32249,[]
Q9UDV6,[]
Q9BZG1,"[00113:257,00113:258]"
P06493,"[00047:14,00047:161,00048:15]"
O15151,[]
P45973,[]
Q9NVK5,[]
P05156,[]
Q8IUE6,[01148:120]
Q04721,"[00812:925,00813:78,00813:120,00813:158,00813:197,00813:235,00813:314,00813:352,00813:470,00813:696,00813:771,00813:809,00813:963,00813:1001,00813:1039,00813:1077,00813:1163,00813:1201,00813:1318]"
Q9UKI2,[]
O00337,[]
Q13421,[00696:null]
P69905,"[01152:2,01699:null]"
Q9BUF5,[00206:null]
P51684,[]
Q06643,[]
O75385,[]
Q8N9B8,[]
Q86UE6,[]
Q06547-2,[]
O76002,[]
P51668,[]
Q99598,[]
Q8TAG9,[]
P54687,[00128:222]
O75197,"[00046:null,00047:null]"
O00167,[]
P32455,[]
P28749,[]
P35247,[]
O14561,[00159:112]
Q00169,[]
Q96RJ0,[]
Q92613,[]
P99999,[]
Q6P3V2,[]
Q14515,[00696:null]
Q00613,[00046:303]
P56277,"[00798:7,00798:17,00798:39]"
Q99848,[]
Q96IU4,[]
Q13362,[00046:337]
Q14587,[]
P43403,"[00048:315,00048:493]"
Q92753,[]
Q8TEL6,[]
Q8IY17,[]
Q86XT9,[]
Q86V97,[]
Q13885,[00207:null]
O60825,[]
Q9Y5M8,[]
P22749,[]
Q8IV08,[]
Q9UHC9-2,[]
O94759,[]
Q9ULD8,[]
Q9NST1,[]
Q9UNA3,[]
Q04759,"[00046:676,00046:695,00047:219,00047:538,00048:90]"
Q15154,[]
Q6FI13,[00064:null]
O15547,[]
O15467,[]
Q9NS69,[]
Q92736,[]
P20339,"[00113:212,00113:213]"
Q9HB03,[]
Q9Y3C7,[]
Q3LI66,[]
O43361,[]
Q86XN6,[]
P27105,[]
Q8WVK2,[]
Q6PIF2,[]
P16104,[00076:4]
P19086,[00046:27]
Q12955,[]
Q96E29,[01148:null]
P19878,[]
Q9NYP9,[]
Q969Z3,[]
A0PJK1,[]
Q96BD0,[]
Q9GZM6,[]
Q99877,[00064:16]
Q92935,[]
Q9P2J5,[]
Q6PG37,[]
Q9GZL7,[]
Q8NGS0,[]
Q969R5,"[01149:675,01149:700]"
P30304,"[00046:40,00046:116,00046:261]"
Q9ULD5,[]
Q86VH4,[]
P57087,[]
